Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_line,cell_type,Center Name,Consent,Culture_condition,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,strain
SRR7770849,OTHER,201,3233531326,PRJNA488313,SAMN09930072,1694086936,F123,mouse ESC line,GEO,public,serum+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626276,GSM3359986,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T16:58:00Z,1,GSM3359986,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770850,OTHER,201,4606242302,PRJNA488313,SAMN09930072,2389869423,F123,mouse ESC line,GEO,public,serum+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626276,GSM3359986,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:07:00Z,1,GSM3359986,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770851,OTHER,201,3727926817,PRJNA488313,SAMN09930071,1865258126,F123,mouse ESC line,GEO,public,serum+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626277,GSM3359987,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:07:00Z,1,GSM3359987,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770852,OTHER,201,5084665948,PRJNA488313,SAMN09930071,2553516077,F123,mouse ESC line,GEO,public,serum+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626277,GSM3359987,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:10:00Z,1,GSM3359987,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770853,OTHER,201,3639786581,PRJNA488313,SAMN09930070,1828512328,F123,mouse ESC line,GEO,public,serum+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626278,GSM3359988,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T16:59:00Z,1,GSM3359988,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770854,OTHER,201,5081337925,PRJNA488313,SAMN09930070,2567964297,F123,mouse ESC line,GEO,public,serum+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626278,GSM3359988,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:10:00Z,1,GSM3359988,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770855,OTHER,201,3904674835,PRJNA488313,SAMN09930069,1953660720,F123,mouse ESC line,GEO,public,serum+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626279,GSM3359989,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:02:00Z,1,GSM3359989,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770856,OTHER,201,5265279690,PRJNA488313,SAMN09930069,2641614577,F123,mouse ESC line,GEO,public,serum+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626279,GSM3359989,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:07:00Z,1,GSM3359989,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770857,OTHER,201,4918199153,PRJNA488313,SAMN09930068,2438387626,F123,mouse ESC line,GEO,public,serum+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626280,GSM3359990,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:05:00Z,1,GSM3359990,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770858,OTHER,201,6649529976,PRJNA488313,SAMN09930068,3311582625,F123,mouse ESC line,GEO,public,serum+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626280,GSM3359990,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:18:00Z,1,GSM3359990,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770859,OTHER,201,4647220039,PRJNA488313,SAMN09930067,2336636963,F123,mouse ESC line,GEO,public,serum+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626281,GSM3359991,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:05:00Z,1,GSM3359991,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770860,OTHER,201,6360918570,PRJNA488313,SAMN09930067,3201447391,F123,mouse ESC line,GEO,public,serum+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626281,GSM3359991,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:15:00Z,1,GSM3359991,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770861,OTHER,201,3812888118,PRJNA488313,SAMN09930066,1903129476,F123,mouse ESC line,GEO,public,serum+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626282,GSM3359992,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:06:00Z,1,GSM3359992,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770862,OTHER,201,5147084929,PRJNA488313,SAMN09930066,2585753010,F123,mouse ESC line,GEO,public,serum+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626282,GSM3359992,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:09:00Z,1,GSM3359992,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770863,OTHER,201,4415707183,PRJNA488313,SAMN09930065,2287623570,F123,mouse ESC line,GEO,public,serum+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626283,GSM3359993,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:08:00Z,1,GSM3359993,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770864,OTHER,201,6389922913,PRJNA488313,SAMN09930065,3278866288,F123,mouse ESC line,GEO,public,serum+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626283,GSM3359993,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:18:00Z,1,GSM3359993,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770865,OTHER,201,3782303102,PRJNA488313,SAMN09930064,1970833654,F123,mouse ESC line,GEO,public,serum+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626284,GSM3359994,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:04:00Z,1,GSM3359994,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770866,OTHER,201,5484568504,PRJNA488313,SAMN09930064,2817991803,F123,mouse ESC line,GEO,public,serum+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626284,GSM3359994,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:13:00Z,1,GSM3359994,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770867,OTHER,201,3666830267,PRJNA488313,SAMN09930063,1912229679,F123,mouse ESC line,GEO,public,serum+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626285,GSM3359995,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:07:00Z,1,GSM3359995,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770868,OTHER,201,5144364681,PRJNA488313,SAMN09930063,2662592387,F123,mouse ESC line,GEO,public,serum+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626285,GSM3359995,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:17:00Z,1,GSM3359995,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770869,OTHER,201,7432629843,PRJNA488313,SAMN09930062,3673918813,F123,mouse ESC line,GEO,public,serum+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626286,GSM3359996,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:14:00Z,1,GSM3359996,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770870,OTHER,201,8445632849,PRJNA488313,SAMN09930061,4218847166,F123,mouse ESC line,GEO,public,2i+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626287,GSM3359997,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T18:04:00Z,1,GSM3359997,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770871,OTHER,201,7562379181,PRJNA488313,SAMN09930060,3780826297,F123,mouse ESC line,GEO,public,2i+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626288,GSM3359998,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:15:00Z,1,GSM3359998,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770872,OTHER,201,2884670230,PRJNA488313,SAMN09930059,1544019733,F123,mouse ESC line,GEO,public,2i+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626289,GSM3359999,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T16:51:00Z,1,GSM3359999,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770873,OTHER,201,3626372824,PRJNA488313,SAMN09930058,1937004623,F123,mouse ESC line,GEO,public,2i+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626290,GSM3360000,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T16:56:00Z,1,GSM3360000,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770874,OTHER,201,3107817642,PRJNA488313,SAMN09930057,1651934938,F123,mouse ESC line,GEO,public,2i+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626291,GSM3360001,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T16:54:00Z,1,GSM3360001,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770875,OTHER,201,3483551747,PRJNA488313,SAMN09930056,1820054157,F123,mouse ESC line,GEO,public,2i+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626292,GSM3360002,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T16:56:00Z,1,GSM3360002,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770876,OTHER,201,3460720786,PRJNA488313,SAMN09930055,1834527682,F123,mouse ESC line,GEO,public,2i+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626293,GSM3360003,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T16:59:00Z,1,GSM3360003,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770877,OTHER,201,2990035908,PRJNA488313,SAMN09930054,1571825411,F123,mouse ESC line,GEO,public,2i+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626294,GSM3360004,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T16:56:00Z,1,GSM3360004,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770878,OTHER,201,9151693220,PRJNA488313,SAMN09930053,4794723131,F123,mouse ESC line,GEO,public,2i+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626295,GSM3360005,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:26:00Z,1,GSM3360005,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770879,OTHER,201,8129906513,PRJNA488313,SAMN09930052,4082731420,F123,mouse ESC line,GEO,public,2i+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626296,GSM3360006,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:19:00Z,1,GSM3360006,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae
SRR7770880,OTHER,201,7504782329,PRJNA488313,SAMN09930051,3858027135,F123,mouse ESC line,GEO,public,2i+LIF,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4626297,GSM3360007,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2018-11-17T00:00:00Z,2018-08-30T17:16:00Z,1,GSM3360007,F123 embryonic stem cells,SRP159191,F1 Mus musculus castaneus x S129/SvJae

